period,application_name,b_2_b_transactions_value_cr,b_2_b_transactions_volume_mn,b_2_c_transactions_value_cr,b_2_c_transactions_volume_mn,customer_initiated_transactions_value_cr,customer_initiated_transactions_volume_mn,onus_transactions_value_cr,onus_transactions_volume_mn,total_value_cr,total_volume_mn,upi_application_name,upi_value_cr,upi_volume_mn
2022-05,UCO Bank Apps,,,,,46.39,0.22,,,46.39,0.22,,,
2022-05,Ultracash,,,,,4.4,0.05,,,4.4,0.05,,,
2022-05,Union Bank Apps,,,,,211.85,0.45,,,211.85,0.45,,,
2022-05,Utkarsh Small Finance Bank Apps,,,,,4.43,0.01,,,4.43,0.01,,,
2022-05,WhatsApp,,,,,294.98,3.48,,,294.98,3.48,,,
2022-05,Yes Bank Apps,999.61,1.5,,,10760.55,38.19,,,11760.16,39.69,,,
2022-05,YuvaPay,,,,,88.95,0.04,,,88.95,0.04,,,
2022-05,Others,,,,,10.7,0.03,,,10.7,0.03,,,
2022-06,Airtel Payments Bank Apps,,,,,506.14,6.38,0.06,,506.2,6.38,,,
2022-06,Allahabad Bank Apps,,,,,6.79,0.02,,,6.79,0.02,,,
2022-06,Amazon Pay,,,,,6541.84,68.4,,,6541.84,68.4,,,
2022-06,AU Small Finance Bank Apps,,,,,120.24,0.38,,,120.24,0.38,,,
2022-06,Axis Bank Apps,39.61,45.53,11.05,0.11,1217.71,6.96,,,1268.38,52.6,,,
2022-06,Bajaj Finserv,,,,,85.49,1.16,,,85.49,1.16,,,
2022-06,Bajaj Markets,,,,,1.2,0.01,,,1.2,0.01,,,
2022-06,Bank of Baroda Apps,,,,,347.72,0.83,,,347.72,0.83,,,
2022-06,Bank of India Apps,,,,,41.82,0.13,,,41.82,0.13,,,
2022-06,Bank of Maharashtra Apps,,,,,15.77,0.06,,,15.77,0.06,,,
2022-06,BHIM,,,,,7527.98,22.6,,,7527.98,22.6,,,
2022-06,Canara Bank Apps,,,,,109.78,0.34,,,109.78,0.34,,,
2022-06,Central Bank of India Apps,,,,,54.06,0.15,,,54.06,0.15,,,
2022-06,Citi Bank Apps,,,,,63.54,0.13,,,63.54,0.13,,,
2022-06,City Union Bank Apps,,,,,8.72,0.03,,,8.72,0.03,,,
2022-06,Cointab,,,,,23.99,0.06,,,23.99,0.06,,,
2022-06,Cred,,,,,17583.25,13.4,,,17583.25,13.4,,,
2022-06,DBS Digibank Apps,,,,,171.69,0.46,,,171.69,0.46,,,
2022-06,Deutsche Bank Apps,,,,,99.12,1.51,,,99.12,1.51,,,
2022-06,Dhanlaxmi Bank Apps,,,,,2.7,0.01,,,2.7,0.01,,,
2022-06,Equitas Small Finance Bank Apps,,,,,3.87,0.01,,,3.87,0.01,,,
2022-06,Fave,,,,,6.94,0.12,,,6.94,0.12,,,
2022-06,Federal Bank Apps,,,,,494.21,3.55,,,494.21,3.55,,,
2022-06,Fino Payments bank Apps,,,,,3.17,0.05,,,3.17,0.05,,,
2022-06,Finshell Pay,,,,,5.3,0.1,,,5.3,0.1,,,
2022-06,GoIbibo,,,,,3.87,0.01,,,3.87,0.01,,,
2022-06,Google Pay,,,,,355137.2,2025.89,,,355137.2,2025.89,,,
2022-06,Groww,,,,,416.73,0.72,,,416.73,0.72,,,
2022-06,HDFC Bank Apps,,,,,2066.22,8.24,,,2066.22,8.24,,,
2022-06,HSBC Bank Apps,,,,,61.38,0.11,,,61.39,0.11,,,
2022-06,ICICI Bank Apps,0.03,0.01,3270.67,4.11,6931.44,35.25,,,10202.14,39.37,,,
2022-06,IDBI Bank Apps,,,,,15.71,0.03,,,15.71,0.03,,,
2022-06,IDFC Bank Apps,,,,,663.65,7.03,,,663.65,7.03,,,
2022-06,India Post Payments Bank Apps,,,,,467.34,3.98,,,467.34,3.98,,,
2022-06,Indian Bank Apps,,,0.38,,53.3,0.17,,,53.68,0.17,,,
2022-06,Indian Overseas Bank Apps,,,,,2.98,0.01,,,2.98,0.01,,,
2022-06,IndusInd Bank Apps,,,,,1645.13,1.0,,,1645.13,1.0,,,
2022-06,Janata Sahakari Bank Apps,,,,,4.47,0.01,,,4.47,0.01,,,
2022-06,Jio Payments Bank Apps,,,,,116.34,1.87,,,116.34,1.87,,,
2022-06,Jupiter,,,,,223.22,1.89,,,223.22,1.89,,,
2022-06,Jupiter Edge (LivQuick PPI),,,,,8.72,0.13,,,8.72,0.13,,,
2022-06,Karnataka Bank Apps,,,,,43.13,0.32,,,43.13,0.32,,,
2022-06,Karur Vysya Bank Apps,,,,,15.91,0.04,,,15.91,0.04,,,
2022-06,Kotak Mahindra Bank Apps,,,3.64,0.01,1758.64,8.33,,,1762.28,8.33,,,
2022-06,MakeMyTrip,,,,,51.45,0.11,,,51.45,0.11,,,
2022-06,MI Pay,,,,,29.61,0.17,,,29.61,0.17,,,
2022-06,Mobikwik,,,,,404.63,2.31,,,404.63,2.31,,,
2022-06,NSDL Payments Bank Apps,,,,,2.44,0.02,,,2.44,0.02,,,
2022-06,Paytm Payments Bank App,,,412.2,0.35,89388.78,778.87,12318.93,98.28,102119.9,877.5,,,
2022-06,PhonePe,,,,,501474.48,2732.59,,,501474.48,2732.59,,,
2022-06,Punjab National Bank Apps,,,,,40.68,0.08,,,40.68,0.08,,,
2022-06,Punjab Sind Bank Apps,,,,,5.93,0.01,,,5.93,0.01,,,
2022-06,RBL Bank Apps,,,2.89,0.07,121.0,0.35,,,123.89,0.42,,,
2022-06,Samsung Pay,,,,,468.23,4.07,,,468.23,4.07,,,
2022-06,South Indian Bank Apps,,,,,46.66,0.14,,,46.66,0.14,,,
2022-06,Standard Chartered Bank Apps,,,,,69.13,0.13,,,69.13,0.13,,,
2022-06,State Bank of India Apps,,,,,1947.1,3.83,,,1947.1,3.83,,,
2022-06,Tamilnad Mercantile Bank Apps,,,,,4.02,0.03,,,4.02,0.03,,,
2022-06,TataNeu,,,,,19.41,0.12,,,19.41,0.12,,,
2022-06,TJSB Bank Apps,,,,,2.1,0.01,,,2.1,0.01,,,
2022-06,UCO Bank Apps,,,,,42.3,0.22,,,42.3,0.22,,,
2022-06,Ultracash,,,,,3.32,0.03,,,3.32,0.03,,,
2022-06,Union Bank Apps,,,,,199.8,0.45,,,199.8,0.45,,,
2022-06,Utkarsh Small Finance Bank Apps,,,,,3.47,0.01,,,3.47,0.01,,,
2022-06,WhatsApp,,,,,429.06,23.04,,,429.06,23.04,,,
2022-06,Yes Bank Apps,,,1257.6,2.35,9889.56,41.67,,,11147.17,44.03,,,
2022-06,YuvaPay,,,,,58.31,0.03,,,58.31,0.03,,,
2022-06,Others,,,,,6.34,0.02,,,6.34,0.02,,,
2022-07,Airtel Payments Bank Apps,,,,,555.09,7.4,0.16,,555.26,7.41,,,
2022-07,Allahabad Bank Apps,,,,,6.95,0.03,,,6.95,0.03,,,
2022-07,Amazon Pay,,,,,6751.8,68.77,,,6751.8,68.77,,,
2022-07,AU Small Finance Bank Apps,,,,,131.49,0.42,,,131.49,0.42,,,
2022-07,Axis Bank Apps,1.53,0.02,38.1,46.63,1174.32,7.35,,,1213.95,53.99,,,
2022-07,Bajaj Finserv,,,,,128.52,1.95,,,128.52,1.95,,,
2022-07,Bajaj Markets,,,,,1.66,0.02,,,1.66,0.02,,,
2022-07,Bandhan Bank Apps,,,,,1.35,0.01,,,1.35,0.01,,,
2022-07,Bank of Baroda Apps,,,,,354.45,0.88,,,354.45,0.88,,,
2022-07,Bank of India Apps,,,,,46.44,0.15,,,46.44,0.15,,,
2022-07,Bank of Maharashtra Apps,,,,,16.47,0.06,,,16.47,0.06,,,
2022-07,BHIM,,,,,7823.95,24.48,,,7823.95,24.48,,,
2022-07,Canara Bank Apps,,,,,128.79,0.47,,,128.79,0.47,,,
2022-07,Central Bank of India Apps,,,,,58.37,0.22,,,58.37,0.22,,,
2022-07,Citi Bank Apps,,,,,63.66,0.11,,,63.66,0.11,,,
2022-07,City Union Bank Apps,,,,,10.19,0.03,,,10.19,0.03,,,
2022-07,Cointab,,,,,27.3,0.07,,,27.3,0.07,,,
2022-07,Cred,,,,,19716.43,14.89,,,19716.43,14.89,,,
2022-07,DBS Digibank Apps,,,,,179.27,0.47,,,179.27,0.47,,,
2022-07,Deutsche Bank Apps,0.01,,,,116.0,1.87,,,116.01,1.87,,,
2022-07,Dhanlaxmi Bank Apps,,,,,2.86,0.01,,,2.86,0.01,,,
2022-07,Equitas Small Finance Bank Apps,,,,,4.89,0.01,,,4.89,0.01,,,
2022-07,Fave,,,,,11.06,0.16,,,11.06,0.16,,,
2022-07,Federal Bank Apps,,,,,539.55,3.85,,,539.55,3.85,,,
2022-07,Fino Payments Bank Apps,,,,,4.26,0.06,,,4.26,0.06,,,
2022-07,GoIbibo,,,,,5.1,0.01,,,5.1,0.01,,,
2022-07,Google Pay,,,,,366669.09,2130.63,,,366669.09,2130.63,,,
2022-07,Groww,,,,,290.31,0.49,,,290.31,0.49,,,
2022-07,HDFC Bank Apps,,,,,2341.28,9.38,,,2341.28,9.38,,,
2022-07,HSBC Bank Apps,,,0.04,,68.43,0.11,,,68.47,0.11,,,
2022-07,ICICI Bank Apps,3731.87,4.36,32.24,0.46,7745.19,32.53,,,11509.29,37.34,,,
2022-07,IDBI Bank Apps,,,,,16.42,0.03,,,16.42,0.03,,,
2022-07,IDFC Bank Apps,,,,,645.34,8.28,,,645.34,8.28,,,
2022-07,India Post Payments Bank Apps,,,,,480.59,4.08,,,480.59,4.08,,,
2022-07,Indian Bank Apps,13.23,0.01,,,58.15,0.2,,,71.39,0.21,,,
2022-07,Indian Overseas Bank Apps,,,,,3.74,0.01,,,3.74,0.01,,,
2022-07,IndusInd Bank Apps,,,,,1652.26,0.99,,,1652.26,0.99,,,
2022-07,Janata Sahakari Bank Apps,,,,,4.15,0.01,,,4.15,0.01,,,
2022-07,Jio Payments Bank Apps,,,,,116.59,1.9,,,116.59,1.9,,,
2022-07,Jupiter,,,,,254.14,2.1,,,254.14,2.1,,,
2022-07,Karnataka Bank Apps,,,,,48.01,0.35,,,48.01,0.35,,,
2022-07,Karur Vysya Bank Apps,,,,,15.66,0.04,,,15.66,0.04,,,
2022-07,Kotak Mahindra Bank Apps,0.46,,,,1815.87,8.86,,,1816.33,8.86,,,
2022-07,MakeMyTrip,,,,,58.19,0.13,,,58.19,0.13,,,
2022-07,MI Pay,,,,,26.98,0.16,,,26.98,0.16,,,
2022-07,Mobikwik,,,,,462.17,2.48,,,462.17,2.48,,,
2022-07,NSDL Payments Bank Apps,,,,,3.5,0.02,,,3.5,0.02,,,
2022-07,Paytm Payments Bank App,465.62,0.38,1.91,0.55,94507.77,828.63,16174.36,104.32,111149.66,933.88,,,
2022-07,PhonePe,,,,,524742.49,2993.83,,,524742.49,2993.83,,,
2022-07,Punjab National Bank Apps,,,,,35.7,0.07,,,35.7,0.07,,,
2022-07,Punjab Sind Bank Apps,,,,,4.03,0.01,,,4.03,0.01,,,
2022-07,RBL Bank Apps,0.69,0.02,,,120.48,0.52,,,121.17,0.54,,,
2022-07,Samsung Pay,,,,,472.39,4.05,,,472.39,4.05,,,
2022-07,South Indian Bank Apps,,,,,46.97,0.15,,,46.97,0.15,,,
2022-07,Standard Chartered Bank Apps,,,,,74.11,0.14,,,74.11,0.14,,,
2022-07,State Bank of India Apps,,,,,2013.47,4.15,,,2013.47,4.15,,,
2022-07,Tamilnad Mercantile Bank Apps,,,,,6.78,0.05,,,6.78,0.05,,,
2022-07,TataNeu,,,,,17.26,0.11,,,17.26,0.11,,,
2022-07,TJSB Bank Apps,,,,,2.26,0.01,,,2.26,0.01,,,
2022-07,UCO Bank Apps,,,,,46.83,0.22,,,46.83,0.22,,,
2022-07,Ultracash,,,,,2.08,0.03,,,2.08,0.03,,,
2022-07,Union Bank Apps,,,,,208.03,0.49,,,208.03,0.49,,,
2022-07,Utkarsh Small Finance Bank Apps,,,,,4.55,0.02,,,4.55,0.02,,,
2022-07,WhatsApp,,,,,502.0,6.18,,,502.0,6.18,,,
2022-07,Yes Bank Apps,1367.63,5.45,,,13868.41,55.35,,,15236.04,60.8,,,
2022-07,YuvaPay,,,,,21.38,0.01,,,21.38,0.01,,,
2022-07,Others,,,,,5.15,0.02,,,5.15,0.02,,,
2022-08,Airtel Payments Bank Apps,0.01,,,,608.38,7.96,0.11,,608.5,7.96,,,
2022-08,Allahabad Bank Apps,,,,,7.7,0.03,,,7.7,0.03,,,
2022-08,Amazon Pay,,,,,6353.15,62.43,,,6353.15,62.43,,,
2022-08,AU Small Finance Bank Apps,,,,,138.7,0.45,,,138.7,0.45,,,
2022-08,Axis Bank Apps,1.42,0.02,42.71,50.7,1313.76,7.39,,,1357.89,58.11,,,
2022-08,Bajaj Finserv,,,,,178.59,2.45,,,178.59,2.45,,,
2022-08,Bajaj Markets,,,,,1.58,0.02,,,1.58,0.02,,,
2022-08,Bandhan Bank Apps,,,,,1.25,0.01,,,1.25,0.01,,,
2022-08,Bank of Baroda Apps,,,,,383.42,0.99,,,383.43,0.99,,,
2022-08,Bank of India Apps,,,,,54.81,0.17,,,54.81,0.17,,,
2022-08,Bank of Maharashtra Apps,,,,,17.19,0.07,,,17.19,0.07,,,
2022-08,BHIM,,,,,7860.48,24.99,,,7860.48,24.99,,,
2022-08,Canara Bank Apps,,,,,176.37,0.67,,,176.37,0.67,,,
2022-08,Central Bank of India Apps,0.01,,,,64.59,0.24,,,64.59,0.24,,,
2022-08,Citi Bank Apps,,,,,63.08,0.11,,,63.08,0.11,,,
2022-08,City Union Bank Apps,,,,,11.45,0.04,,,11.45,0.04,,,
2022-08,Cointab,,,,,24.98,0.06,,,24.98,0.06,,,
2022-08,Cred,,,,,19084.3,14.81,,,19084.3,14.81,,,
2022-08,DBS Digibank Apps,,,,,178.76,0.48,,,178.76,0.48,,,
2022-08,Deutsche Bank Apps,0.01,,,,119.21,1.98,,,119.21,1.98,,,
2022-08,Dhanlaxmi Bank Apps,,,,,3.1,0.01,,,3.1,0.01,,,
2022-08,Equitas Small Finance Bank Apps,,,,,4.94,0.01,,,4.94,0.01,,,
2022-08,Fave,,,,,7.71,0.14,,,7.71,0.14,,,
2022-08,Federal Bank Apps,,,,,520.2,3.8,,,520.2,3.8,,,
2022-08,Fino Payments bank Apps,,,,,5.05,0.08,,,5.05,0.08,,,
2022-08,GoIbibo,,,,,4.82,0.01,,,4.82,0.01,,,
2022-08,Google Pay,,,,,371081.16,2212.73,,,371081.16,2212.73,,,
2022-08,Groww,,,,,490.93,0.8,,,490.93,0.8,,,
2022-08,HDFC Bank Apps,,,,,2415.47,9.83,,,2415.47,9.83,,,
2022-08,HSBC Bank Apps,,,0.44,,65.7,0.11,,,66.14,0.11,,,
2022-08,ICICI Bank Apps,1983.75,3.68,406.52,4.96,8334.98,36.96,,,10725.25,45.59,,,
2022-08,IDBI Bank Apps,,,,,20.31,0.04,,,20.31,0.04,,,
2022-08,IDFC Bank Apps,,,,,762.41,10.19,,,762.41,10.19,,,
2022-08,India Post Payments Bank Apps,,,,,504.41,4.3,,,504.41,4.3,,,
2022-08,Indian Bank Apps,0.23,,,,63.1,0.22,,,63.33,0.22,,,
2022-08,Indian Overseas Bank Apps,,,,,4.66,0.01,,,4.66,0.01,,,
2022-08,IndusInd Bank Apps,,,,,1605.56,1.01,,,1605.56,1.01,,,
2022-08,Janata Sahakari Bank Apps,,,,,4.56,0.01,,,4.56,0.01,,,
2022-08,Jio Payments Bank Apps,,,,,113.28,1.85,,,113.28,1.85,,,
2022-08,Jupiter,,,,,249.2,2.03,,,249.2,2.03,,,
2022-08,Karnataka Bank Apps,,,,,55.32,0.38,,,55.32,0.38,,,
2022-08,Karur Vysya Bank Apps,,,,,16.54,0.04,,,16.54,0.04,,,
2022-08,Kotak Mahindra Bank Apps,,,,,1939.14,9.28,,,1939.14,9.28,,,
2022-08,MakeMyTrip,,,,,62.67,0.15,,,62.67,0.15,,,
2022-08,MI Pay,,,,,24.8,0.15,,,24.8,0.15,,,
2022-08,Mobikwik,,,,,562.95,2.84,,,562.95,2.84,,,
2022-08,NSDL Payments Bank Apps,,,,,2.85,0.02,,,2.85,0.02,,,
2022-08,Paytm Payments Bank App,458.24,0.38,10.37,4.11,96034.11,871.86,17714.37,110.05,114217.1,986.39,,,
2022-08,PhonePe,,,,,528433.49,3146.71,,,528433.49,3146.71,,,
2022-08,Punjab National Bank Apps,,,,,43.41,0.09,,,43.41,0.09,,,
2022-08,Punjab Sind Bank Apps,,,,,5.25,0.01,,,5.25,0.01,,,
2022-08,RBL Bank Apps,0.56,0.01,,,162.46,0.82,,,163.02,0.82,,,
2022-08,Samsung Pay,,,,,468.37,4.09,,,468.37,4.09,,,
2022-08,South Indian Bank Apps,,,,,52.73,0.16,,,52.73,0.16,,,
2022-08,Standard Chartered Bank Apps,,,,,73.6,0.14,,,73.6,0.14,,,
2022-08,State Bank of India Apps,,,,,1926.51,4.1,,,1926.51,4.1,,,
2022-08,Tamilnad Mercantile Bank Apps,,,,,7.94,0.06,,,7.94,0.06,,,
2022-08,TataNeu,,,,,15.78,0.1,,,15.78,0.1,,,
2022-08,TJSB Bank Apps,,,,,2.2,0.01,,,2.2,0.01,,,
2022-08,UCO Bank Apps,,,,,65.69,0.25,,,65.69,0.25,,,
2022-08,Ultracash,,,,,1.54,0.02,,,1.54,0.02,,,
2022-08,Union Bank Apps,,,,,215.23,0.52,,,215.23,0.52,,,
2022-08,Utkarsh Small Finance Bank Apps,,,,,4.71,0.02,,,4.71,0.02,,,
2022-08,WhatsApp,,,,,567.17,6.72,,,567.17,6.72,,,
2022-08,Yes Bank Apps,3225.97,3.2,,,13008.95,54.6,,,16234.92,57.8,,,
2022-08,Others,,,,,5.72,0.01,,,5.72,0.01,,,
2022-09,Airtel Payments Bank Apps,0.02,,,,680.76,9.14,0.11,,680.89,9.15,,,
2022-09,Allahabad Bank Apps,,,,,8.1,0.03,,,8.1,0.03,,,
2022-09,Amazon Pay,,,,,6015.31,57.38,,,6015.31,57.38,,,
2022-09,AU Small Finance Bank Apps,,,,,148.9,0.48,,,148.9,0.48,,,
2022-09,Axis Bank Apps,1.85,0.02,46.13,50.24,1421.09,7.46,,,1469.07,57.72,,,
2022-09,Bajaj Finserv,,,,,234.81,3.29,,,234.81,3.29,,,
2022-09,Bajaj Markets,,,,,1.38,0.01,,,1.38,0.01,,,
2022-09,Bandhan Bank Apps,,,,,1.88,0.01,,,1.88,0.01,,,
2022-09,Bank of Baroda Apps,,,,,443.84,1.11,,,443.85,1.11,,,
2022-09,Bank of India Apps,,,,,54.59,0.18,,,54.59,0.18,,,
2022-09,Bank of Maharashtra Apps,,,,,17.23,0.07,,,17.23,0.07,,,
2022-09,BHIM,,,,,8308.65,25.17,,,8308.65,25.17,,,
2022-09,Canara Bank Apps,,,,,207.18,0.78,,,207.18,0.78,,,
2022-09,Central Bank of India Apps,0.01,,,,68.37,0.28,,,68.38,0.28,,,
2022-09,Citi Bank Apps,,,,,67.0,0.1,,,67.0,0.1,,,
2022-09,City Union Bank Apps,,,,,12.45,0.04,,,12.45,0.04,,,
2022-09,Cointab,,,,,19.35,0.04,,,19.35,0.04,,,
2022-09,Cred,,,,,19237.92,14.96,,,19237.92,14.96,,,
2022-09,DBS Digibank Apps,,,,,176.91,0.43,,,176.91,0.43,,,
2022-09,Deutsche Bank Apps,0.01,,,,98.43,1.58,,,98.43,1.58,,,
2022-09,Dhanlaxmi Bank Apps,,,,,2.87,0.01,,,2.87,0.01,,,
2022-09,Equitas Small Finance Bank Apps,,,,,8.76,0.02,,,8.76,0.02,,,
2022-09,Fave,,,,,4.4,0.08,,,4.4,0.08,,,
2022-09,Federal Bank Apps,,,,,549.95,3.84,,,549.95,3.84,,,
2022-09,Fino Payments bank Apps,,,,,5.66,0.08,,,5.66,0.08,,,
2022-09,GoIbibo,,,,,3.58,0.01,,,3.58,0.01,,,
2022-09,Google Pay,,,,,387996.14,2296.14,,,387996.14,2296.14,,,
2022-09,Groww,,,,,68.03,0.11,,,68.03,0.11,,,
2022-09,HDFC Bank Apps,,,,,2686.1,10.98,,,2686.1,10.98,,,
2022-09,HSBC Bank Apps,,,0.43,,70.14,0.12,,,70.56,0.12,,,
2022-09,ICICI Bank Apps,3172.47,3.45,366.84,4.84,6862.5,26.54,,,10401.81,34.84,,,
2022-09,IDBI Bank Apps,,,,,24.18,0.05,,,24.18,0.05,,,
2022-09,IDFC Bank Apps,0.01,,,,824.51,11.53,,,824.52,11.53,,,
2022-09,India Post Payments Bank Apps,,,,,572.75,5.22,,,572.75,5.22,,,
2022-09,Indian Bank Apps,1.96,,,,63.62,0.21,,,65.58,0.21,,,
2022-09,Indian Overseas Bank Apps,,,,,4.79,0.02,,,4.79,0.02,,,
2022-09,IndusInd Bank Apps,,,,,1439.51,1.04,,,1439.51,1.04,,,
2022-09,Janata Sahakari Bank Apps,,,,,4.42,0.01,,,4.42,0.01,,,
2022-09,Jio Payments Bank Apps,,,,,90.36,1.4,,,90.36,1.4,,,
2022-09,Jupiter,,,,,259.71,2.09,,,259.71,2.09,,,
2022-09,Karnataka Bank Apps,,,,,63.84,0.4,,,63.84,0.4,,,
2022-09,Karur Vysya Bank Apps,,,,,16.74,0.04,,,16.74,0.04,,,
2022-09,Kotak Mahindra Bank Apps,,,,,2230.6,10.52,,,2230.61,10.52,,,
2022-09,MakeMyTrip,,,,,47.83,0.1,,,47.83,0.1,,,
2022-09,MI Pay,,,,,3.87,0.03,,,3.87,0.03,,,
2022-09,Mobikwik,,,,,632.71,3.04,,,632.71,3.04,,,
2022-09,NSDL Payments Bank Apps,,,,,2.79,0.02,,,2.79,0.02,,,
2022-09,Paytm Payments Bank App,489.04,0.4,9.55,2.92,101163.26,924.77,19143.49,109.1,120805.34,1037.2,,,
2022-09,PhonePe,,,,,549583.77,3216.78,,,549583.77,3216.78,,,
2022-09,Punjab National Bank Apps,,,,,59.01,0.13,,,59.01,0.13,,,
2022-09,Punjab Sind Bank Apps,,,,,6.88,0.02,,,6.88,0.02,,,
2022-09,RBL Bank Apps,1.21,0.03,,,199.7,0.96,,,200.91,0.99,,,
2022-09,Samsung Pay,,,,,495.89,4.55,,,495.89,4.55,,,
2022-09,South Indian Bank Apps,,,,,56.54,0.17,,,56.54,0.17,,,
2022-09,Standard Chartered Bank Apps,0.01,,,,78.49,0.14,,,78.5,0.14,,,
2022-09,State Bank of India Apps,,,,,1818.89,3.57,,,1818.89,3.57,,,
2022-09,Tamilnad Mercantile Bank Apps,,,,,9.21,0.06,,,9.21,0.06,,,
2022-09,TataNeu,,,,,17.23,0.13,,,17.23,0.13,,,
2022-09,TJSB Bank Apps,,,,,2.06,0.01,,,2.06,0.01,,,
2022-09,UCO Bank Apps,,,,,75.02,0.26,,,75.02,0.26,,,
2022-09,Ultracash,,,,,0.7,0.01,,,0.7,0.01,,,
2022-09,Union Bank Apps,,,,,237.54,0.55,,,237.54,0.55,,,
2022-09,Utkarsh Small Finance Bank Apps,,,,,5.59,0.02,,,5.59,0.02,,,
2022-09,WhatsApp,,,,,631.63,7.43,,,631.63,7.43,,,
2022-09,Yes Bank Apps,2103.46,2.3,,,14034.34,60.8,,,16137.8,63.1,,,
2022-09,Others,,,,,4.85,0.01,,,4.85,0.01,,,
2022-10,Airtel Payments Bank Apps,,,,,775.04,9.44,0.14,,775.19,9.44,,,
2022-10,Allahabad Bank Apps,,,,,9.33,0.03,,,9.33,0.03,,,
2022-10,Amazon Pay,,,,,6060.5,56.42,,,6060.5,56.42,,,
2022-10,AU Small Finance Bank Apps,,,,,161.99,0.54,,,161.99,0.54,,,
2022-10,Axis Bank Apps,2.09,0.03,51.48,52.13,1502.28,7.83,,,1555.84,59.99,,,
2022-10,Bajaj Finserv,,,,,472.71,4.12,,,472.71,4.12,,,
2022-10,Bank of Baroda Apps,,,,,466.23,1.23,,,466.23,1.23,,,
2022-10,Bank of India Apps,,,,,59.97,0.2,,,59.97,0.2,,,
2022-10,Bank of Maharashtra Apps,,,,,20.1,0.07,,,20.1,0.07,,,
2022-10,BHIM,,,,,8523.17,25.49,,,8523.17,25.49,,,
2022-10,Canara Bank Apps,,,,,219.07,0.81,,,219.07,0.81,,,
2022-10,Central Bank of India Apps,0.02,,,,71.64,0.3,,,71.66,0.3,,,
2022-10,Citi Bank Apps,,,,,66.83,0.09,,,66.83,0.09,,,
2022-10,City Union Bank Apps,,,,,12.85,0.04,,,12.85,0.04,,,
2022-10,Cointab,,,,,11.67,0.03,,,11.67,0.03,,,
2022-10,Cred,,,,,20259.7,21.28,,,20259.7,21.28,,,
2022-10,DBS Digibank Apps,,,,,179.26,0.43,,,179.26,0.43,,,
2022-10,Deutsche Bank Apps,0.01,,,,111.93,1.25,,,111.93,1.26,,,
2022-10,Dhanlaxmi Bank Apps,,,,,3.21,0.01,,,3.21,0.01,,,
2022-10,Equitas Small Finance Bank Apps,,,,,8.28,0.02,,,8.28,0.02,,,
2022-10,Fampay PPI,0.01,,,,56.79,4.06,,,56.79,4.06,,,
2022-10,Fave,,,,,2.53,0.04,,,2.53,0.04,,,
2022-10,Federal Bank Apps,,,,,574.92,4.19,,,574.92,4.19,,,
2022-10,Fino Payments bank Apps,,,,,6.46,0.09,,,6.46,0.09,,,
2022-10,GoIbibo,,,,,1.84,0.01,,,1.84,0.01,,,
2022-10,Google Pay,,,,,420978.38,2496.42,,,420978.38,2496.42,,,
2022-10,HDFC Bank Apps,0.03,,,,2997.27,11.96,,,2997.29,11.96,,,
2022-10,HSBC Bank Apps,,,0.38,,77.42,0.14,,,77.8,0.14,,,
2022-10,ICICI Bank Apps,6074.12,5.34,381.41,5.04,8073.99,31.22,,,14529.52,41.61,,,
2022-10,IDBI Bank Apps,,,,,25.92,0.06,,,25.92,0.06,,,
2022-10,IDFC Bank Apps,,,,,888.44,9.98,,,888.45,9.98,,,
2022-10,India Post Payments Bank Apps,,,,,630.43,4.7,,,630.43,4.7,,,
2022-10,Indian Bank Apps,,,,,68.97,0.23,,,68.97,0.23,,,
2022-10,Indian Overseas Bank Apps,,,,,4.72,0.01,,,4.72,0.01,,,
2022-10,IndusInd Bank Apps,,,,,1516.68,1.15,,,1516.68,1.15,,,
2022-10,Janata Sahakari Bank Apps,,,,,4.8,0.01,,,4.8,0.01,,,
2022-10,Jio Payments Bank Apps,,,,,98.87,1.38,,,98.87,1.38,,,
2022-10,Jupiter,,,,,280.43,2.18,,,280.43,2.18,,,
2022-10,Karnataka Bank Apps,,,,,76.62,0.43,,,76.62,0.43,,,
2022-10,Karur Vysya Bank Apps,,,,,17.62,0.04,,,17.62,0.04,,,
2022-10,Kotak Mahindra Bank Apps,,,,,2426.65,11.46,,,2426.65,11.46,,,
2022-10,MakeMyTrip,,,,,31.85,0.07,,,31.85,0.07,,,
2022-10,Mobikwik,,,,,708.12,3.28,,,708.12,3.28,,,
2022-10,NSDL Payments Bank Apps,,,,,3.13,0.02,,,3.13,0.02,,,
2022-10,Paytm Payments Bank App,541.32,0.43,14.36,4.9,112062.51,995.34,21002.36,108.92,133620.54,1109.6,,,
2022-10,PhonePe,,,,,593759.02,3452.87,,,593759.02,3452.87,,,
2022-10,Punjab National Bank Apps,,,,,62.77,0.15,,,62.77,0.15,,,
2022-10,Punjab Sind Bank Apps,,,,,8.05,0.02,,,8.05,0.02,,,
2022-10,RBL Bank Apps,1.71,0.01,0.01,,243.44,1.07,,,245.16,1.08,,,
2022-10,Samsung Pay,,,,,554.33,5.09,,,554.33,5.09,,,
2022-10,South Indian Bank Apps,,,,,58.2,0.19,,,58.2,0.19,,,
2022-10,Standard Chartered Bank Apps,,,2.29,0.07,86.63,0.15,,,88.92,0.22,,,
2022-10,State Bank of India Apps,0.01,,,,1936.72,4.1,,,1936.72,4.1,,,
