period,beneficiary_bank,cb_ratio,chargebacks_accepted_during_the_month,chargebacks_received_during_the_month,code,representment_raised_during_the_month,total_txns_during_the_month,type_name
2023-06,The Kolhapur Urban Co-op Bank Ltd,0.001,0,1,KUB,1,107446,
2023-06,Karur Vysya Bank,0.0,1,27,KVB,26,26949395,
2023-06,Karnataka Vikas Grameena Bank,0.002,4,79,KVG,75,4200898,
2023-06,Lokmangal Co op Bank Ltd Solapur,0.0,0,0,LCI,0,643,
2023-06,The Lunawada peoples Cooperative Bank Ltd,0.0,0,0,LPC,0,1313,
2023-06,LIVQUIK Technology India PVT LTD,0.0,0,0,LQK,0,79952,
2023-06,Lonavala Sahakari Bank Ltd,0.036,1,24,LSB,23,66910,
2023-06,LAXMI URBANCOOP BANK LTD LATUR,0.0,0,0,LUL,0,86,
2023-06,Manvi Pattana Souharda Sahakari Bank Ni.,0.0,0,0,MAI,0,39865,
2023-06,Shree Mahalaxmi Urban Co operative Credit Bank Ltd,0.0,0,0,MAX,0,15068,
2023-06,Dakshin Bihar Gramin Bank (Erstwhile Madhya Bihar Gramin Bank),0.003,0,95,MBB,95,3470885,
2023-06,THE MAHARASHTRA STATE COOPERATIVE BANK LIMITED,0.0,0,0,MBH,0,51988,
2023-06,ONE MOBIKWIK SYSTEMS LIMITED,0.001,26,27,MBK,1,2903521,
2023-06,The Mahaveer Co operative Bank LTD,0.035,2,2,MCB,0,5741,
2023-06,MADURAI DISTRICT CENTRAL COOPERATIVE BANK,0.0,0,0,MCC,0,1082,
2023-06,Maratha Co-operative Bank Ltd.,0.0,0,0,MCL,0,20053,
2023-06,MAHAVEER COOPERATIVE URBAN BANK LTD,0.008,0,1,MCU,1,11907,
2023-06,Mann Deshi Mahila Sahakari Bank. Ltd.,0.001,0,1,MDM,1,69146,
2023-06,The Mandvi Nagrik Sahakari Bank Ltd,0.0,0,0,MDN,0,4146,
2023-06,The Mehsana Nagarik Sahakari Bank Ltd,0.0,0,0,MEH,0,2171,
2023-06,MAHATMA FULE URBAN COOP BANK LTD AMRAVATI,0.02,0,1,MFU,1,4909,
2023-06,Maharashtra Gramin Bank,0.0,1,29,MGB,28,8583719,
2023-06,Mahanagar Nagrik Sahakari Bank Maryadit,0.0,0,0,MHN,0,18116,
2023-06,Mahesh Sahakari Bank Ltd,0.0,0,0,MHS,0,57408,
2023-06,The Maharashtra Mantralaya and Allied offices Co operative Bank Ltd,0.0,0,0,MMA,0,1894,
2023-06,MAHILA NAGRIK SAHAKARI BANK MARYADIT MAHASAMUND,0.0,0,0,MMM,0,1790,
2023-06,Mahanagar Co-operative Bank,0.001,0,6,MNB,6,622814,
2023-06,Mansing Co-operative Bank Ltd,0.0,0,0,MNG,0,10448,
2023-06,MANIPUR RURAL BANK,0.0,0,0,MNR,0,10985,
2023-06,The Modasa Nagarik Sahakari Bank Limited,0.0,0,0,MNS,0,6930,
2023-06,Model Co-Op. Bank Ltd.,0.001,0,2,MOC,2,153917,
2023-06,MEGHALAYA RURAL BANK,0.008,1,18,MRB,17,214162,
2023-06,MADHYA PRADESH RAJYA SAHAKARI BANK MARYADIT,0.004,0,1,MRS,1,22852,
2023-06,THE MALAD SAHAKARI BANK LIMITED,0.007,0,4,MSB,4,58738,
2023-06,M S Co-Operative Bank Limited,0.0,0,0,MSC,0,585,
2023-06,THE MUSLIM COOPERATIVE BANK LTD PUNE,0.002,0,2,MSL,2,121969,
2023-06,The Merchants Souharda Sahakara Bank Ni.,0.0,0,0,MSS,0,11338,
2023-06,Mehsana Urban Co-operative Bank,0.001,0,4,MUC,4,452369,
2023-06,The Municipal Co-operative Bank Ltd,0.0,0,0,MUN,0,161938,
2023-06,Mahesh Urban Co-Operative Bank Ltd Parbhani,0.037,0,1,MUP,1,2700,
2023-06,Malviya Urban Co-operative Bank Ltd.,0.0,0,0,MVY,0,17427,
2023-06,THE MIZORAM COOPERATIVE APEX BANK LTD,0.0,0,0,MZM,0,33969,
2023-06,MIZORAM RURAL BANK,0.001,0,15,MZR,15,1597919,
2023-06,THE NAWANAGAR CO OPERATIVE BANK LTD,0.0,0,0,NBC,0,3109,
2023-06,The Navnirman Co-Operative Bank Ltd,0.005,0,1,NBT,1,20206,
2023-06,THE NATIONAL CO-OPERATIVE BANK LTD,0.0,0,0,NCB,0,34353,
2023-06,NILGIRIS DISTRICT CENTRAL COOPERATIVE BANK,0.0,0,0,NDL,0,1109,
2023-06,Slice Small Finance Bank Ltd,0.002,0,21,NES,21,966584,
2023-06,NKGSB Co-operative Bank,0.0,0,1,NGB,1,636228,
2023-06,Navi Mumbai Co-operative Bank Ltd,0.0,0,0,NMB,0,30241,
2023-06,The Nasik Merchants Cooperative Bank Ltd,0.0,0,0,NMC,0,62559,
2023-06,The Nanded Merchants Coop Bank Ltd,0.0,0,0,NMN,0,10371,
2023-06,Nagarik Sahakari Bank Maryadit,0.0,0,0,NMV,0,6836,
2023-06,Nutan Nagarik Sahakari Bank Ltd.,0.0,0,0,NNI,0,51208,
2023-06,THE NARODA NAGRIK CO OPERATIVE BANK LTD,0.0,0,0,NRD,0,2627,
2023-06,NSDL Payments Bank Limited,0.003,7,43,NSD,36,1521104,
2023-06,Nagrik Sahakari Maryadit Gwalior,0.0,0,0,NSG,0,10496,
2023-06,NANDANI SAHAKARI BANK LTD NANDANI,0.0,0,0,NSN,0,4002,
2023-06,The Nainital Bank Ltd,0.0,1,4,NTB,3,870863,
2023-06,The Nandura Urban Co-op Bank Ltd. Nandura,0.0,0,0,NUN,0,60232,
2023-06,The New Urban Co-operative Bank Ltd Rampur,0.0,0,0,NUR,0,36208,
2023-06,NAVSARJAN INDUSTRIAL CO OPERATIVE BANK LTD,0.0,0,0,NVS,0,1448,
2023-06,PASCHIM BANGA GRAMIN BANK,0.008,0,22,PBG,22,275264,
2023-06,Prime Co-Operative Bank Ltd.,0.0,0,0,PCB,0,95207,
2023-06,PUDUKOTTAI DISTRICT CENTRAL COOPERATIVE BANK,0.0,0,0,PCC,0,1305,
2023-06,Peoples Urban Co-operative Bank Ltd,0.036,0,3,PCI,3,8413,
2023-06,Pune Cantonment Sahakari bank Ltd.,0.015,0,8,PCS,8,53621,
2023-06,The Panchmahal District Co Operative Bank Ltd,0.003,0,4,PDC,4,128638,
2023-06,Peoples Co-operative Bank Ltd Dholka,0.0,0,0,PDU,0,148,
2023-06,PUNJAB GRAMIN BANK,0.001,0,9,PGB,9,1245047,
2023-06,Karnataka Gramin Bank (Erstwhile Pragathi Krishna Gramin Bank),0.001,0,146,PKB,146,10090047,
2023-06,Palus Sahakari Bank Ltd,0.003,0,1,PLA,1,39201,
2023-06,Pali Urban Co-Operative Bank Limited,0.0,0,0,PLB,0,16059,
2023-06,PINE LABS PRIVATE LIMITED,0.0,0,0,PLP,0,8271,
2023-06,The Pimpalgaon Merchants Co operative Bank Ltd,0.0,0,0,PMC,0,8413,
2023-06,Punjab national Bank,0.002,122,3998,PNB,3876,211611721,
2023-06,Pune Urban Co-op Bank Ltd,0.002,0,1,PNE,1,45762,
2023-06,The Pochampally Co-operative Urban bank Ltd,0.001,0,1,PPB,1,197012,
2023-06,PAYPOINT INDIA NETWORK PRIVATE LIMITED,0.0,0,0,PPN,0,62,
2023-06,Pune Peoples Co operative Bank Ltd,0.007,1,9,PPO,8,126318,
2023-06,PRERANA CO OPERATIVE BANK LTD,0.007,1,1,PRC,0,14786,
2023-06,Priyadarshani Nagari Sahakari Bank Maryadit,0.004,0,14,PRY,14,350986,
2023-06,Punjab and Sind Bank,0.001,0,71,PSB,71,10967767,
2023-06,Pavana Sahakari Bank Ltd,0.0,0,0,PSI,0,21729,
2023-06,PAYTM PAYMENTS BANK,0.001,529,15874,PTM,15345,2177678023,
2023-06,Patan nagarik Sahakari Bank Ltd.,0.0,0,0,PTN,0,10925,
2023-06,The Pratap Co-operative Bank Ltd,0.0,0,0,PTP,0,12229,
2023-06,Poornawdi Nagrik Sahakari Bank Ltd,0.001,0,1,PWN,1,95510,
2023-06,Rajarambapu Sahakari Bank Ltd Peth,0.0,0,0,RBB,0,49958,
2023-06,RBL Juspay,0.0,0,9,RBJ,9,9428219,
2023-06,Rajadhani Co Op Urban Bank Ltd,0.0,0,0,RCB,0,8518,
2023-06,RAMANATHAPURAM DISTRICT CENTRAL COOPERATIVE BANK,0.0,0,0,RDB,0,1710,
2023-06,THE RAIGAD DISTRICT CO OPERATIVE BANK LTD ALIBAG,0.0,0,0,RGD,0,18267,
2023-06,Rajarshi Shahu Sahakari Bank Ltd,0.003,0,4,RJH,4,133881,
2023-06,The Rajkot Commercial Co-operative Bank,0.0,0,0,RJT,0,5437,
2023-06,RAJKOT NAGARIK SAHAKARI BANK LTD,0.0,0,0,RKN,0,497877,
2023-06,Shri Rajkot District Co-Operative Bank Ltd.,0.005,0,5,RKT,5,98829,
2023-06,Rajasthan Marudhara Gramin Bank,0.001,1,83,RMG,82,7363190,
2023-06,RBL Bank Limited,0.014,14,1492,RNB,1478,10396916,
2023-06,Rani Channamma mahila Sahakari Bank Niyamit,0.0,0,0,RNI,0,14662,
2023-06,The Ranuj Nagrik Sahakari Bank Ltd,0.0,0,0,RNJ,0,413,
2023-06,RAJGURUNAGAR SAHAKARI BANK LTD,0.0,0,1,RNS,1,223061,
2023-06,Rajkot Peoples Cooperative Bank Ltd,0.0,0,0,RPT,0,8580,
2023-06,THE RAJASTHAN STATE CO OPERATIVE BANK LTD,0.0,0,0,RSC,0,9799,
2023-06,Rajapur Urban Cooperative Bank Ltd,0.012,2,2,RUD,0,17228,
2023-06,THE RAIPUR URBAN MERCANTILE CO OP BANK LTD,0.0,0,0,RUM,0,2773,
2023-06,Raje Vikramsinh Ghatage Co-operative Bank Ltd.Kagal,0.0,0,0,RVK,0,29,
2023-06,Shri Arihant Co-Op. Bank Ltd.,0.003,1,1,SAC,0,37449,
2023-06,Saurashtra Gramin Bank-IMPS,0.001,0,5,SAG,5,543633,
2023-06,SBPP CO-OPERATIVE BANK LIMITED,0.0,0,0,SAR,0,36468,
2023-06,SARVA HARYANA GRAMIN BANK,0.001,0,82,SBG,82,5861394,
2023-06,State Bank of India,0.001,1413,8962,SBI,7549,1017106881,
2023-06,SBM Bank India Ltd.,0.001,0,6,SBL,6,646762,
2023-06,SAIBABA NAGARI SAHAKARI BANK MARYADIT SAILU,0.001,1,1,SBN,0,105353,
2023-06,SBM JUSPAY PPI,0.0,0,0,SBP,0,6,
2023-06,Shree Basaveshwar Urban Co operative Bank Ltd,0.45,8,8,SBR,0,1778,
2023-06,Standard Chartered Bank,0.001,0,34,SCB,34,3736185,
2023-06,SIVAGANGAI DISTRICT CENTRAL COOPERATIVE BANK,0.0,0,0,SCC,0,616,
2023-06,The Shahada Peoples Coop Bank LTD,0.0,0,0,SCL,0,491,
2023-06,SAMATA CO OPERATIVE DEVELOPMENT BANK LTD,0.0,0,0,SCO,0,5294,
2023-06,SADHANA SAHAKARI BANK LTD YES BANK,0.0,0,0,SDB,0,5146,
2023-06,Shree Dharati Co-Operative Bank Ltd.,0.0,0,0,SDH,0,6228,
2023-06,SALEM DISTRICT CENTRAL COOPERATIVE BANK,0.0,0,0,SDI,0,2069,
2023-06,Samarth Sahakari Bank Ltd. Solapur,0.0,0,0,SDM,0,340437,
2023-06,SHRI ADINATH CO OP BANK LTD,0.0,0,0,SDN,0,5547,
2023-06,Sandur Pattana Souharda Sahakari Bank Ni,0.0,0,0,SDR,0,17553,
2023-06,Sadhana Sahakari Bank Ltd,0.003,0,4,SDS,4,123644,
2023-06,Sri Sudha Co-operative Bank Ltd,0.0,0,0,SDU,0,17236,
2023-06,Shivalik Small Finance Bank Limited,0.0,0,0,SHB,0,422385,
2023-06,SHRI CHATRAPATI SHIVAJI MAHARAJ SAHAKARI BANK NIYAMITH,0.533,9,9,SHG,0,1689,
2023-06,SHREE KADI NAGARIK SAHAKARI BANK LTD,0.003,2,4,SHK,2,133784,
2023-06,Shramik Nagrik Sahkari Bank Ltd,0.0,0,0,SHN,0,29,
2023-06,Sri Rama Co-Operative Bank Limited,0.0,0,0,SHR,0,2393,
2023-06,Shree Vardhaman Sahakari Bank Ltd.,0.0,0,0,SHV,0,272,
2023-06,The South Indian Bank Limited,0.0,5,54,SIB,49,24868945,
2023-06,Sindhudurg District Central Co. Op. Bank Ltd.,0.004,2,6,SID,4,151950,
2023-06,SHRI JANATA SAHAKARI BANK LTD.HALOL,0.0,0,0,SJS,0,6125,
2023-06,Shrikrishna Cooperative Bank Ltd Umrer,0.0,0,0,SKC,0,1031,
2023-06,The Sabarkantha Dist. Cent. Co.OP. Bank Ltd.,0.002,0,7,SKD,7,398910,
2023-06,S S L S A Kurundwad Urban Bank Ltd,0.0,0,0,SKU,0,6502,
2023-06,Sterling Urban Co-Operative Bank Ltd.,0.005,0,3,SLB,3,54681,
2023-06,SHREE MAHAVIR SAHAKARI BANK LTD,0.008,0,1,SMB,1,13083,
2023-06,SHRI MAHALAXMI COOPERATIVE BANK LTD KOLHAPUR,0.0,0,0,SML,0,12118,
2023-06,SHREE MAHUVA NAGRIK SAHAKARI BANK LTD,0.0,0,0,SMN,0,379,
2023-06,Shree Mahesh Co-Operative Bank Ltd,0.0,0,0,SMO,0,3884,
2023-06,SAMRUDDHI COOPERATIVE BANK LTD NAGPUR,0.0,0,0,SMR,0,4447,
2023-06,Samata Sahakari Bank Ltd,0.0,0,0,SMS,0,27402,
2023-06,Shri Mahila Sewa Sahakari Bank Ltd.,0.0,0,0,SMW,0,25938,
2023-06,Smriti Nagrik Sahakari Bank Maryadit Mandsaur,0.005,0,4,SNB,4,73977,
2023-06,Surat National Co-Operative Bank Ltd,0.0,0,0,SNC,0,59548,
2023-06,Sunderlal Sawji Urban Co-Op Bank Ltd,0.0,0,0,SND,0,80681,
2023-06,The Sangamner Merchants Co Operative Bank Ltd,0.0,0,0,SNG,0,36176,
2023-06,Saraspur Nagarik Co-Op Bank Ltd,0.02,11,11,SNS,0,56135,
2023-06,SARAKARI NAUKARARA SAHAKARI BANK NIYAMAT VIJAYAPUR,0.0,0,0,SNV,0,821,
2023-06,THE SURAT PEOPLES COOP BANK LTD,0.001,0,1,SPB,1,185999,
2023-06,SPICE MONEY LIMITED,0.0,0,0,SPM,0,5,
2023-06,Shree Panchganga Nagari Sahakari Bank Ltd,0.0,0,0,SPN,0,36725,
2023-06,Saraswat Co-operative Bank,0.001,0,76,SRC,76,6352031,
2023-06,SREE CHARAN SOUHARDHA CO-OPERATIVE BANK LTD,0.025,0,5,SRE,5,20064,
2023-06,Shri Chhatrapati Rajarshi Shahu Urban Co-Op. Bank Ltd. Beed,0.0,0,1,SRS,1,501666,
2023-06,The Surat Mercantile Co-op Bank Ltd,0.015,2,2,SRT,0,13317,
2023-06,The Sarvodaya Nagarik Sahakari Bank Ltd,0.027,1,6,SRV,5,22621,
2023-06,Sampada Sahakari Bank Ltd Pune,0.021,3,3,SSB,0,14396,
2023-06,Sri Seetharaghava souharda Sahakara Bank Niyamitha,0.0,0,0,SSE,0,140,
2023-06,SURYODAY SMALL FINANCE BANK LIMITED,0.001,3,24,SSF,21,1774721,
2023-06,Samarth Sahakari Bank Maryadit Jalna,0.0,0,0,SSJ,0,123,
2023-06,SUCO Souharda Sahakari Bank-IMPS,0.001,0,4,SSK,4,524504,
2023-06,The Satara Sahakari Bank Ltd,0.0,0,0,SSL,0,48112,
2023-06,SHARAD SAHAKARI BANK LTD,0.01,3,5,SSM,2,50984,
2023-06,Sant Sopankaka Sahakari Bank Ltd,0.0,0,0,SSP,0,65584,
2023-06,The Sirsi Urban Sahakari Bank Ltd,0.0,0,0,SSR,0,26805,
2023-06,SREENIDHI SOUHARDA SAHAKARI BANK NIYAMITHA,0.0,0,0,SSS,0,1717,
2023-06,The Satara District Central Co-Op. Bank Ltd.,0.002,0,11,STA,11,732933,
2023-06,The Saurashtra Co-Operative Bank Ltd,0.0,0,0,STB,0,10114,
2023-06,Prathama UP Gramin Bank (Erstwhile Sarva UP Gramin Bank),0.004,4,196,SUB,192,4666818,
2023-06,Sudha Co-Operative Urban Bank Ltd,0.007,0,1,SUD,1,14240,
2023-06,Shri Bharat Urban Co-Operative Bank Ltd,0.0,0,0,SUJ,0,20058,
2023-06,The SUTEX Co-operative Bank Ltd,0.0,0,0,SUX,0,99929,
2023-06,Shri Veershaiv Co-operative Bank Ltd,0.0,0,0,SVB,0,117631,
2023-06,THE SHAMRAO VITHAL COOPERATIVE BANK LTD,0.0,0,1,SVC,1,2125967,
2023-06,THE SARVODAYA SAHAKARI BANK LTD,0.0,0,0,SVD,0,11808,
2023-06,Sardar Vallabhbhai Sahakari Bank Ltd,0.0,0,0,SVS,0,12743,
2023-06,Sarvodaya Commercial Co-Op. Bank Ltd.,0.0,0,0,SVY,0,59592,
2023-06,Shri Swami Samarth Sahakari Bank Ltd,0.0,0,0,SWB,0,630,
2023-06,SHREE WARANA SAHAKARI BANK LTD,0.006,3,3,SWS,0,53357,
2023-06,Suvarnayug Sahakari Bank Ltd.,0.001,0,3,SYG,3,215393,
2023-06,Shri Yashwant Sahakari Bank Maryadit Kuditre,0.0,0,0,SYS,0,722,
2023-06,Associate Co.op. Bank Ltd.,0.0,0,0,TAS,0,32277,
2023-06,Thane Bharat Sahakari Bank Ltd,0.001,2,4,TBS,2,351954,
2023-06,THANJAVUR DISTRICT CENTRAL COOPERATIVE BANK,0.0,0,0,TCC,0,729,
2023-06,TheTiruchirappalli District Central Cooperative Bank Ltd,0.0,0,0,TDB,0,2267,
2023-06,The Thane Dist Central Co op. Bank Ltd,0.005,6,18,TDC,12,341247,
2023-06,TIRUNELVELI DISTRICT CENTRAL COOPERATIVE BANK LTD,0.13,1,1,TDL,0,769,
2023-06,TELANGANA STATE COOPERATIVE APEX BANK LTD,0.002,0,8,TEL,8,441491,
2023-06,TELANGANA GRAMEENA BANK,0.0,0,7,TGB,7,3966057,
2023-06,THOOTHUKUDI DISTRICT CENTRAL COOPERATIVE BANK,0.132,1,1,THD,0,760,
2023-06,The Tiruvannamalai District central Cooperative Bank Ltd,0.0,0,0,TID,0,1790,
2023-06,TRIPURA GRAMIN BANK,0.0,0,1,TIR,1,372736,
2023-06,Tumkur Grain Merchants Co-operative Bank Ltd,0.0,0,0,TKG,0,3171,
2023-06,The Kranthi Co-Operative Urban Bank Ltd,0.0,0,0,TKR,0,19316,
2023-06,Tamilnad Mercantile Bank Limited,0.0,0,23,TMB,23,15010913,
2023-06,The Commercial Co operative Bank Ltd Kolhapur,0.0,0,0,TMK,0,15409,
2023-06,THE TAMIL NADU STATE APEX CO OPERATIVE BANK LTD,0.001,1,1,TNA,0,96444,
2023-06,The Surat District Cooperative Bank,0.0,0,0,TNF,0,422404,
2023-06,Tri O Tech Solutions Private Limited,0.0,1,5,TOT,4,7470866,
2023-06,TRANSERV LIMITED,0.014,0,1,TPI,1,7133,
2023-06,TRIPURA STATE CO OPERATIVE BANK LTD,0.02,0,4,TPS,4,20029,
2023-06,Transcorp International Limited,0.0,0,0,TRL,0,577,
2023-06,Thane Janata Sahakari Bank,0.002,0,67,TSB,67,2897295,
2023-06,The S.S.K. Co-Op. Bank Ltd.,0.011,0,2,TSS,2,17449,
2023-06,Textile Traders Co-operative Bank Limited,0.0,0,0,TTB,0,2327,
2023-06,Tirupati Urban Co-Operative Bank Ltd,0.01,0,5,TUP,5,51861,
2023-06,THE URBAN COOP BANK LTD DHARANGAON,0.0,0,0,UBD,0,34215,
2023-06,URBAN CO OPERATIVA BANK LTD SIDDHARTHNAGAR,0.0,0,0,UBS,0,236,
2023-06,UMA CO OPERATIVE BANK LTD,0.0,0,0,UCB,0,51,
2023-06,UCO Bank,0.001,4,374,UCO,370,54914343,
2023-06,The Udupi Co Operative Town Bank Ltd,0.0,0,0,UDB,0,10071,
2023-06,UJJIVAN SMALL FINANCE BANK LIMITED,0.0,0,53,UIJ,53,14418973,
2023-06,Uttarakhand Gramin Bank - IMPS,0.001,0,21,UKG,21,1660210,
2023-06,THE UDAIPUR MAHILA URBAN COOP BANK LTD,0.007,0,2,UMB,2,27113,
2023-06,Unimoni Financial Service Pvt Ltd,0.0,0,0,UMP,0,15,
2023-06,UDAIPUR MAHILA SAMRUDHI URBAN COOP BANK LTD,0.0,0,0,UMS,0,17546,
2023-06,UNJHA NAGARIK SAHAKARI BANK LTD,0.0,0,0,UNB,0,678,
2023-06,THE UNION CO OPERATIVE BANK LTD,0.0,0,0,UNO,0,8861,
2023-06,Union Bank Of India,0.0,0,169,UOB,169,267393538,
2023-06,Uttar Pradesh Co-operative Bank Ltd,0.018,4,4,UPC,0,21683,
2023-06,URBAN COOPERATIVE BANK LTD BAREILLY,0.0,0,0,URN,0,15053,
2023-06,Unity Small Finance Bank Limited,0.0,0,0,USB,0,1826,
2023-06,UTKARSH SMALL FINANCE BANK LIMITED,0.003,1,95,USF,94,3009715,
2023-06,THE UTTARSANDA PEOPLES COOP BANK LTD UTTARSANDA,0.0,0,0,UTS,0,19,
2023-06,The Udaipur Urban Co-Operative Bank Ltd.,0.0,0,0,UUB,0,28723,
2023-06,The Varachha Co-op Bank Ltd,0.002,0,7,VAR,7,392990,
2023-06,Vaishya Sahakari Bank Ltd,0.0,0,0,VBM,0,18087,
2023-06,VIJAY COMMERCIAL CO OPERATIVE BANK LTD,0.0,0,0,VCC,0,3043,
2023-06,VIRUDHUNAGAR DISTRICT CENTRAL COOPERATIVE BANK,0.901,9,9,VCL,0,999,
2023-06,VILLUPURAM DISTRICT CENTRAL COOPERATIVE BANK,0.065,1,1,VDB,0,1532,
2023-06,VELLORE DISTRICT CENTRAL COOPERATIVE BANK,0.0,0,0,VDL,0,2428,
2023-06,Veerashaiva Sahakari Bank Ltd,0.021,1,2,VES,1,9463,
2023-06,Jharkhand Rajya Gramin Bank (Erstwhile Vananchal Gramin Bank),0.001,0,23,VGB,23,1951238,
2023-06,Vikas Souharda Co operative Bank Ltd,0.002,1,2,VIK,1,124565,
2023-06,VIKRAMADITYA NAGRIK SAHAKARI BANK,0.0,0,0,VIR,0,2947,
2023-06,THE VIJAY COOPERATIVE BANK LTD,0.008,0,4,VJC,4,49691,
2023-06,Vasai Janata Sahakari bank Ltd,0.0,0,0,VJS,0,24809,
2023-06,The Visakhapatnam Cooperative Bank Ltd.,0.0,0,0,VKH,0,242011,
2023-06,Vidarbha Merchants Urban Co-op Bank Ltd,0.0,0,0,VMC,0,428,
2023-06,Valmiki Urban Cooperative Bank Ltd,0.004,1,1,VMK,0,25878,
2023-06,Vasundhara Mahila Nagari Sahakari Bank. Ltd Ambejogai,0.484,5,5,VMN,0,1034,
2023-06,Vaishya Nagari Sahakari Bank Ltd,0.001,0,1,VNP,1,104389,
2023-06,The Veraval peoples Coop Bank Ltd,0.193,4,4,VPC,0,2076,
2023-06,VARDHAMAN MAHILA CO OPERATIVE URBAN BANK LTD,0.0,0,0,VRD,0,11302,
2023-06,VALSAD DISTRICT CENTRAL CO OPERATIVE BANK LTD,0.01,0,1,VSD,1,9837,
2023-06,The Vishweshwar Sahakari Bank Ltd.,0.001,0,3,VSI,3,329144,
2023-06,Sri Vasavamba Co-Op. Bank Ltd.,0.008,0,2,VSM,2,24301,
2023-06,The Vallabh Vidyanagar Commercial Co-Operative Bank Ltd.,0.0,0,0,VVB,0,7255,
2023-06,VASAI VIKAS SAHAKARI BANK LTD,0.001,1,2,VVS,1,327738,
2023-06,The Warangal District Cooperative Central Bank Ltd,0.0,0,0,WDC,0,113,
2023-06,Warangal Urban Cooperative Bank Ltd,0.0,0,0,WUC,0,15947,
2023-06,YES Bank - Amazon pay,0.007,168,992,YBA,824,14218170,
2023-06,Yes Bank Limited,0.0,0,0,YBL,0,4,
2023-06,YES BANK PPI,0.0,0,0,YBP,0,12447,
2023-06,YES BANK LIMITED YBS,0.006,1106,3875,YBS,2769,61948541,
2023-06,YES BANK PHONEPE,0.001,1284,10437,YES,9153,1456724641,
2023-06,YES BANK JUSPAY,0.001,39,1522,YJU,1483,202700168,
2023-06,The Yadagiri Lakshmi Narasimha Swamy Co-Op Urban Bank Ltd,0.0,0,0,YLN,0,57527,
2023-07,Abhinandan Urban Coop Bank Amravati,0.0,0,0,ABH,0,1014,
2023-07,Abhyudaya Co-operative Bank,0.0,0,7,ACB,7,2359648,
2023-07,ADARNIYA P D PATILSAHEB SAHAKARI BANK LTD KARAD,0.0,0,0,APB,0,20714,
2023-07,ADARSH COOPERATIVE BANK RAJASTHAN,0.0,0,0,ADB,0,128131,
2023-07,Ahmedabad District Cooperative Bank,0.002,0,10,AHD,10,647517,
2023-07,Ahmednagar Merchants Co-Op Bank Ltd,0.0,0,0,AHM,0,209202,
2023-07,AHMEDNAGAR SHAHAR SAHAKARI BANK MARYADIT,0.009,1,2,AHS,1,22741,
2023-07,AIRTEL PAYMENTS BANK LIMITED,0.002,244,2250,ARL,2006,124059324,
2023-07,AJANTHA URBAN CO OP BANK LTD,0.0,0,0,AJN,0,11073,
2023-07,Akhand Anand Co-op Bank Ltd,0.003,0,1,AAC,1,32247,
2023-07,Amazon,0.0,0,0,API,0,94029,
2023-07,Ambajogai Peoples Co-Operative Bank Ltd,0.001,0,1,AMB,1,131210,
2023-07,Ambarnath Jai Hind Co Operative Bank Ltd,0.001,0,1,AJC,1,85110,
2023-07,Amreli Jilla Madhyastha Sahakari Bank Ltd,0.0,0,0,AJM,0,47174,
2023-07,AMRELI NAGARIK SAHAKARI BANK LTD,0.0,0,0,AMR,0,1036,
2023-07,Andhra Pradesh Grameena Vikas Bank - IMPS,0.0,0,31,APV,31,9659062,
2023-07,Andhra Pragathi Grameena Bank,0.0,0,14,AND,14,6713187,
2023-07,APNA Sahakari Bank ltd,0.0,0,1,APN,1,1106916,
2023-07,Appnit Technologies Private Limited,0.0,0,0,APT,0,65,
2023-07,ARIHANT URBAN COOPERATIVE BANK LTD,0.0,0,0,AUC,0,29,
2023-07,ARUNACHAL PRADESH RURAL BANK,0.002,0,3,ARB,3,137275,
2023-07,Arvind Sahakari Bank Ltd,0.0,0,0,ARS,0,42438,
2023-07,Aryavart Bank,0.0,0,0,ARY,0,12452,
2023-07,ASSAM GRAMIN VIKASH BANK,0.0,0,0,AMG,0,772451,
2023-07,Associate Co.op. Bank Ltd.,0.0,0,0,TAS,0,33834,
2023-07,AU SMALL FINANCE BANK,0.002,22,316,AUS,294,20304933,
2023-07,AUB,0.0,0,0,AUB,0,18636,
2023-07,Axis Bank,0.004,1977,23035,AXB,21058,595646835,
2023-07,Axis Bank Freecharge,3.125,1,3,AXP,2,96,
2023-07,Axis Bank-Citi,0.0,0,1,CTB,1,2231591,
2023-07,Bajaj Finance Limited,0.0,0,0,BFP,0,6659,
2023-07,BALASINOR NAGARIK SAHAKARI BANK LTD,0.0,0,0,BNL,0,1229,
2023-07,Balotra Urban Co operative Bank Ltd,0.023,5,5,BLT,0,21986,
2023-07,Bandhan Bank limited,0.0,0,63,BDN,63,24418546,
2023-07,Bank Of America N.A.,0.031,0,2,BOA,2,6409,
2023-07,Bank of Baroda,0.001,96,1888,BOB,1792,290116493,
2023-07,Bank Of India,0.0,2,166,BOI,164,155208743,
2023-07,Bank of Maharashtra,0.001,0,319,BOM,319,44040846,
2023-07,Baran Nagrik Sahakari Bank Ltd,0.01,0,1,BNG,1,10133,
2023-07,Baroda Gujarat Gramin Bank,0.0,0,3,BGI,3,1063234,
2023-07,Baroda Rajasthan Kshetriya Gramin Bank,0.002,0,103,BKG,103,5451146,
2023-07,Baroda U.P. Bank (Erstwhile Baroda Uttar Pradesh Gramin Bank),0.003,1,283,BUB,282,8278980,
2023-07,Baroda U.P. Bank (Erstwhile Kashi Gomti Samyut Gramin Bank),0.0,0,0,KGG,0,28879,
